Age,Department,Gender,MaritalStatus,BusinessTravel,EducationField,DistanceFromHome,JobLevel,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,MonthlyIncome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,PercentSalaryHike,JobRole,Attrition,Attrition_Flag,Age_Group,Salary_Slab,Tenure_Group
50,Research & Development,Female,Divorced,Travel_Rarely,Other,3,2,3,2,3,4,No,1500,1,4,6,3,3,7,2,3,14,Manufacturing Director,No,0,46-60,< 3K,6-10 years
40,Research & Development,Male,Married,Travel_Rarely,Life Sciences,1,1,3,1,3,2,No,4299,2,13,18,6,2,4,2,4,24,Research Director,No,0,36-45,3K-6K,10+ years
45,Sales,Male,Married,Travel_Rarely,Marketing,1,3,4,4,4,4,No,2850,2,3,6,9,4,0,2,3,18,Sales Manager,No,0,36-45,< 3K,6-10 years
47,Research & Development,Male,Married,Travel_Rarely,Medical,2,1,4,1,3,3,Yes,6548,1,28,8,0,3,7,4,3,14,Healthcare Representative,No,0,46-60,6K-10K,6-10 years
46,Sales,Male,Single,Non-Travel,Life Sciences,15,1,4,4,2,2,Yes,4323,2,0,17,4,4,9,4,3,15,Sales Representative,No,0,46-60,3K-6K,10+ years
42,Sales,Male,Single,Non-Travel,Other,6,3,1,1,3,4,No,4589,2,20,2,4,5,4,3,3,23,Sales Representative,No,0,36-45,3K-6K,2-5 years
41,Research & Development,Female,Married,Travel_Rarely,Life Sciences,23,2,3,3,1,4,Yes,8127,2,18,1,4,0,8,3,3,13,Laboratory Technician,No,0,36-45,6K-10K,0-1 years
41,Sales,Male,Single,Travel_Rarely,Technical Degree,3,2,4,3,3,3,Yes,6470,4,13,3,5,5,0,2,3,21,Sales Executive,No,0,36-45,6K-10K,2-5 years
26,Research & Development,Male,Married,Travel_Rarely,Medical,23,3,2,4,4,2,No,4877,0,11,3,4,1,6,2,3,15,Manufacturing Director,No,0,26-35,3K-6K,2-5 years
42,Research & Development,Female,Divorced,Travel_Rarely,Medical,4,4,2,4,1,2,No,13147,3,26,0,10,4,5,3,4,19,Healthcare Representative,No,0,36-45,10K+,0-1 years
24,Research & Development,Male,Single,Travel_Rarely,Life Sciences,7,1,2,3,4,3,Yes,7804,3,31,7,9,6,1,1,3,19,Research Director,No,0,18-25,6K-10K,6-10 years
29,Sales,Female,Married,Travel_Rarely,Human Resources,1,2,3,2,3,2,No,4137,0,9,7,13,6,12,1,4,20,Sales Manager,No,0,26-35,3K-6K,6-10 years
48,Sales,Male,Married,Travel_Rarely,Medical,21,1,2,1,2,2,Yes,4240,4,12,5,4,3,5,4,3,14,Sales Executive,No,0,46-60,3K-6K,2-5 years
44,Sales,Male,Single,Travel_Frequently,Life Sciences,8,2,3,3,4,3,No,8023,5,7,7,2,3,2,4,3,24,Sales Manager,No,0,36-45,6K-10K,6-10 years
49,Sales,Male,Divorced,Travel_Rarely,Life Sciences,29,2,3,3,3,1,No,5814,4,2,8,0,5,4,4,3,24,Sales Executive,No,0,46-60,3K-6K,6-10 years
34,Human Resources,Female,Married,Travel_Rarely,Marketing,18,2,3,1,3,3,No,2807,6,15,0,2,0,1,2,3,24,HR Manager,No,0,26-35,< 3K,0-1 years
26,Research & Development,Female,Single,Travel_Rarely,Life Sciences,7,1,2,4,2,3,Yes,8506,4,13,8,7,0,0,5,3,18,Healthcare Representative,No,0,26-35,6K-10K,6-10 years
34,Sales,Male,Single,Travel_Rarely,Medical,4,3,4,2,2,1,No,10383,0,0,9,7,2,2,1,3,13,Sales Representative,No,0,26-35,10K+,6-10 years
37,Research & Development,Male,Divorced,Travel_Rarely,Medical,15,1,3,1,3,3,No,9958,3,15,0,7,0,2,7,3,19,Manufacturing Director,No,0,36-45,6K-10K,0-1 years
37,Research & Development,Male,Single,Travel_Rarely,Life Sciences,8,4,1,4,2,1,No,12148,2,13,15,1,2,1,4,3,12,Research Scientist,No,0,36-45,10K+,10+ years
46,Research & Development,Male,Married,Travel_Rarely,Medical,4,1,2,3,2,1,No,16228,3,6,0,1,2,9,0,3,21,Manufacturing Director,No,0,46-60,10K+,0-1 years
33,Research & Development,Female,Single,Travel_Frequently,Life Sciences,9,3,2,4,4,3,Yes,13466,2,6,0,12,3,1,1,3,15,Research Scientist,No,0,26-35,10K+,0-1 years
39,Research & Development,Female,Single,Travel_Frequently,Other,1,2,4,1,3,3,Yes,6272,0,14,7,1,2,0,3,3,13,Healthcare Representative,No,0,36-45,6K-10K,6-10 years
27,Research & Development,Female,Divorced,Non-Travel,Technical Degree,11,2,2,2,3,3,No,4637,5,24,9,10,6,0,2,3,23,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
40,Research & Development,Male,Single,Travel_Rarely,Life Sciences,13,3,1,3,4,3,No,1901,3,14,11,6,4,0,3,3,20,Research Scientist,No,0,36-45,< 3K,10+ years
36,Research & Development,Female,Single,Travel_Rarely,Medical,3,3,1,2,1,3,No,5231,2,17,9,1,2,8,3,4,12,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
29,Sales,Male,Married,Travel_Rarely,Medical,19,2,1,3,2,3,Yes,6918,5,4,3,0,2,5,4,3,24,Sales Executive,No,0,26-35,6K-10K,2-5 years
34,Research & Development,Male,Divorced,Travel_Rarely,Other,16,2,3,2,3,3,Yes,5326,4,8,7,1,2,7,1,3,20,Research Director,No,0,26-35,3K-6K,6-10 years
34,Research & Development,Female,Married,Non-Travel,Life Sciences,10,2,4,2,3,3,Yes,1841,3,16,4,6,2,8,2,3,15,Research Scientist,No,0,26-35,< 3K,2-5 years
34,Research & Development,Male,Single,Non-Travel,Medical,3,2,3,1,2,3,Yes,4442,0,0,7,0,10,3,6,3,16,Research Director,No,0,26-35,3K-6K,6-10 years
52,Research & Development,Female,Divorced,Travel_Rarely,Human Resources,13,2,4,2,3,2,No,7416,1,13,6,10,0,10,2,3,17,Healthcare Representative,No,0,46-60,6K-10K,6-10 years
35,Research & Development,Female,Married,Travel_Rarely,Life Sciences,6,3,1,2,1,3,No,2958,2,15,3,3,0,1,2,3,24,Laboratory Technician,No,0,26-35,< 3K,2-5 years
34,Sales,Female,Divorced,Travel_Rarely,Medical,9,2,3,4,3,4,No,5696,3,11,4,7,0,0,7,3,19,Sales Representative,No,0,26-35,3K-6K,2-5 years
18,Research & Development,Male,Married,Travel_Rarely,Life Sciences,14,2,4,3,3,1,Yes,6593,6,14,0,6,3,5,4,3,23,Laboratory Technician,No,0,18-25,6K-10K,0-1 years
28,Sales,Male,Married,Non-Travel,Medical,2,2,3,1,3,3,No,9617,3,11,11,10,3,5,5,3,11,Sales Executive,No,0,26-35,6K-10K,10+ years
34,Sales,Female,Married,Travel_Rarely,Life Sciences,1,5,4,3,2,4,No,13338,2,6,8,2,1,5,3,4,18,Sales Executive,No,0,26-35,10K+,6-10 years
30,Research & Development,Female,Married,Travel_Rarely,Other,5,1,2,2,1,2,Yes,4224,3,2,0,4,5,8,2,4,12,Laboratory Technician,No,0,26-35,3K-6K,0-1 years
48,Sales,Male,Married,Travel_Rarely,Medical,29,1,3,3,4,4,No,5753,3,10,11,0,4,4,4,3,16,Sales Representative,No,0,46-60,3K-6K,10+ years
35,Research & Development,Female,Married,Travel_Rarely,Life Sciences,29,1,3,4,4,3,No,5853,1,21,6,4,5,5,2,3,19,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
48,Sales,Male,Divorced,Travel_Rarely,Technical Degree,11,2,1,4,3,3,Yes,7432,7,19,0,9,6,9,1,3,23,Sales Manager,No,0,46-60,6K-10K,0-1 years
37,Sales,Male,Married,Travel_Frequently,Technical Degree,17,2,4,3,1,4,Yes,6988,1,8,0,5,0,5,3,3,15,Sales Representative,No,0,36-45,6K-10K,0-1 years
36,Sales,Female,Single,Travel_Rarely,Medical,8,2,2,2,3,4,No,11386,2,8,2,13,5,6,7,3,14,Sales Manager,No,0,36-45,10K+,2-5 years
35,Sales,Male,Married,Travel_Rarely,Marketing,9,1,1,1,2,3,No,1500,3,7,0,6,0,0,0,3,23,Sales Manager,No,0,26-35,< 3K,0-1 years
36,Sales,Male,Married,Travel_Rarely,Life Sciences,7,4,4,4,2,3,No,6544,1,7,1,2,3,17,2,3,19,Sales Manager,No,0,36-45,6K-10K,0-1 years
51,Human Resources,Female,Married,Travel_Rarely,Medical,18,2,4,3,2,2,Yes,6799,3,13,16,6,2,0,4,3,21,Human Resources,No,0,46-60,6K-10K,10+ years
18,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,23,2,4,3,2,2,Yes,4569,3,19,8,0,2,2,8,3,24,Manufacturing Director,No,0,18-25,3K-6K,6-10 years
18,Sales,Female,Married,Travel_Rarely,Life Sciences,9,1,4,4,2,4,No,1500,3,29,18,1,0,2,4,3,11,Sales Manager,No,0,18-25,< 3K,10+ years
31,Sales,Male,Single,Travel_Rarely,Other,9,1,2,2,2,3,No,5028,4,4,7,0,6,12,3,3,20,Sales Representative,No,0,26-35,3K-6K,6-10 years
36,Research & Development,Female,Married,Travel_Rarely,Marketing,7,1,3,4,4,4,No,3518,0,16,9,4,0,2,3,3,12,Research Scientist,No,0,36-45,3K-6K,6-10 years
42,Sales,Male,Married,Travel_Frequently,Life Sciences,24,1,4,3,3,1,No,13086,1,15,1,4,5,6,5,3,24,Sales Manager,No,0,36-45,10K+,0-1 years
40,Research & Development,Male,Divorced,Travel_Frequently,Life Sciences,15,2,2,2,3,2,No,6392,1,8,5,9,0,2,3,3,17,Healthcare Representative,No,0,36-45,6K-10K,2-5 years
33,Research & Development,Male,Married,Non-Travel,Other,3,1,3,1,2,2,No,3357,1,3,6,4,2,0,5,4,17,Healthcare Representative,No,0,26-35,3K-6K,6-10 years
45,Research & Development,Female,Married,Travel_Rarely,Life Sciences,28,1,4,3,4,3,No,1682,3,13,10,0,8,6,1,3,13,Research Director,No,0,36-45,< 3K,6-10 years
45,Research & Development,Female,Married,Travel_Rarely,Life Sciences,1,1,1,2,1,2,No,7196,3,28,6,10,10,1,4,3,20,Research Scientist,No,0,36-45,6K-10K,6-10 years
38,Sales,Female,Married,Travel_Rarely,Life Sciences,22,1,4,3,2,3,No,7626,3,13,8,0,0,5,2,3,19,Sales Manager,No,0,36-45,6K-10K,6-10 years
45,Research & Development,Female,Single,Travel_Rarely,Life Sciences,17,1,3,3,3,4,Yes,4618,2,5,8,4,0,7,2,3,25,Laboratory Technician,No,0,36-45,3K-6K,6-10 years
38,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,9,1,4,3,3,4,No,7248,1,10,4,5,1,12,4,3,11,Research Director,Yes,1,36-45,6K-10K,2-5 years
31,Research & Development,Male,Divorced,Travel_Rarely,Other,9,1,3,3,3,3,No,4294,2,2,4,4,9,0,7,3,22,Research Scientist,No,0,26-35,3K-6K,2-5 years
42,Research & Development,Male,Married,Travel_Frequently,Life Sciences,7,3,3,3,3,2,No,9352,2,11,2,6,2,3,3,3,25,Manufacturing Director,No,0,36-45,6K-10K,2-5 years
37,Sales,Male,Married,Travel_Rarely,Medical,4,4,4,3,2,3,No,8977,3,16,12,4,6,4,4,3,24,Sales Executive,No,0,36-45,6K-10K,10+ years
36,Sales,Male,Single,Travel_Rarely,Marketing,27,2,1,4,2,3,Yes,2111,1,5,4,6,3,4,4,3,20,Sales Manager,No,0,36-45,< 3K,2-5 years
49,Research & Development,Female,Married,Non-Travel,Medical,8,1,3,1,3,1,No,2414,4,0,8,2,0,14,2,3,23,Manufacturing Director,No,0,46-60,< 3K,6-10 years
18,Research & Development,Female,Married,Travel_Rarely,Marketing,3,5,4,4,2,3,No,15893,3,13,5,0,0,3,2,4,11,Research Director,No,0,18-25,10K+,2-5 years
23,Research & Development,Female,Married,Non-Travel,Medical,26,5,4,1,2,4,No,8683,1,7,12,4,1,0,4,3,12,Healthcare Representative,No,0,18-25,6K-10K,10+ years
25,Research & Development,Male,Single,Travel_Frequently,Medical,12,2,4,2,1,2,No,2597,2,5,0,0,9,3,2,3,21,Manufacturing Director,No,0,18-25,< 3K,0-1 years
33,Research & Development,Male,Married,Travel_Frequently,Medical,12,1,3,3,4,4,Yes,2192,8,5,8,1,3,4,7,4,14,Research Scientist,Yes,1,26-35,< 3K,6-10 years
34,Research & Development,Male,Single,Travel_Frequently,Marketing,29,3,3,1,1,2,No,5830,2,14,0,9,6,3,5,3,21,Manufacturing Director,No,0,26-35,3K-6K,0-1 years
22,Research & Development,Male,Married,Travel_Rarely,Marketing,13,5,3,2,2,2,No,2774,3,8,8,10,0,1,3,3,22,Laboratory Technician,No,0,18-25,< 3K,6-10 years
27,Research & Development,Male,Married,Travel_Rarely,Marketing,5,3,3,1,4,2,No,4369,4,18,5,9,2,0,4,3,21,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
28,Research & Development,Male,Single,Travel_Frequently,Life Sciences,13,2,3,4,3,4,Yes,5067,1,19,0,8,5,13,1,3,24,Laboratory Technician,No,0,26-35,3K-6K,0-1 years
58,Research & Development,Male,Married,Travel_Frequently,Medical,4,2,1,3,3,3,No,4948,1,9,8,4,0,5,1,3,14,Laboratory Technician,No,0,46-60,3K-6K,6-10 years
52,Sales,Female,Divorced,Travel_Rarely,Marketing,6,5,1,1,3,3,Yes,9663,2,7,7,8,2,3,4,3,23,Sales Manager,No,0,46-60,6K-10K,6-10 years
32,Sales,Male,Married,Travel_Rarely,Life Sciences,11,1,3,3,1,3,No,14265,2,12,5,5,0,13,3,3,23,Sales Manager,No,0,26-35,10K+,2-5 years
33,Research & Development,Male,Single,Travel_Rarely,Technical Degree,16,1,2,2,3,4,Yes,3996,2,10,5,12,5,1,3,4,15,Research Scientist,No,0,26-35,3K-6K,2-5 years
26,Sales,Male,Married,Travel_Rarely,Life Sciences,5,3,2,4,2,3,No,2792,5,0,7,0,4,6,4,3,14,Sales Executive,No,0,26-35,< 3K,6-10 years
19,Sales,Male,Single,Travel_Rarely,Life Sciences,7,1,2,1,4,3,Yes,6440,2,26,13,7,5,0,4,3,20,Sales Executive,No,0,18-25,6K-10K,10+ years
35,Research & Development,Male,Married,Travel_Frequently,Technical Degree,7,2,4,3,2,3,Yes,12756,1,17,4,0,5,7,6,3,24,Manufacturing Director,No,0,26-35,10K+,2-5 years
27,Research & Development,Male,Married,Travel_Frequently,Life Sciences,18,1,4,3,3,3,No,4166,2,7,12,7,2,0,2,3,20,Healthcare Representative,No,0,26-35,3K-6K,10+ years
35,Research & Development,Male,Single,Travel_Rarely,Medical,9,1,3,3,3,3,No,8301,1,0,6,0,6,6,1,4,12,Laboratory Technician,No,0,26-35,6K-10K,6-10 years
22,Sales,Male,Married,Travel_Rarely,Life Sciences,28,1,4,4,2,2,No,3281,2,10,14,0,1,12,2,3,17,Sales Representative,No,0,18-25,3K-6K,10+ years
29,Research & Development,Female,Married,Travel_Rarely,Human Resources,6,2,4,2,3,4,No,5261,1,6,5,0,4,4,2,3,16,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
37,Sales,Male,Married,Travel_Rarely,Medical,5,2,2,4,3,2,No,2744,3,11,2,5,0,0,4,3,19,Sales Executive,No,0,36-45,< 3K,2-5 years
39,Research & Development,Male,Single,Travel_Rarely,Medical,22,2,1,3,2,4,No,5231,1,0,0,5,0,4,2,3,19,Laboratory Technician,No,0,36-45,3K-6K,0-1 years
40,Research & Development,Male,Single,Travel_Rarely,Marketing,13,1,2,3,4,3,Yes,4877,2,7,6,14,9,6,4,3,25,Healthcare Representative,No,0,36-45,3K-6K,6-10 years
24,Sales,Male,Married,Travel_Rarely,Medical,21,4,1,2,2,2,Yes,7265,2,8,1,4,4,8,3,3,23,Sales Manager,No,0,18-25,6K-10K,0-1 years
44,Research & Development,Male,Single,Travel_Rarely,Other,3,2,3,2,3,3,No,13827,4,9,14,7,4,10,3,3,19,Manufacturing Director,No,0,36-45,10K+,10+ years
29,Sales,Female,Married,Travel_Rarely,Marketing,8,5,2,1,3,3,No,4199,3,9,1,5,0,10,4,3,13,Sales Representative,No,0,26-35,3K-6K,0-1 years
42,Human Resources,Male,Single,Travel_Rarely,Life Sciences,11,1,4,1,3,3,Yes,1731,2,11,2,7,0,3,4,3,13,HR Manager,No,0,36-45,< 3K,2-5 years
36,Sales,Female,Single,Travel_Rarely,Other,10,1,3,4,3,4,No,4653,1,23,9,5,2,1,4,3,13,Sales Executive,No,0,36-45,3K-6K,6-10 years
24,Research & Development,Male,Married,Travel_Rarely,Medical,7,3,2,4,3,3,No,6131,3,7,13,8,2,0,1,3,18,Healthcare Representative,No,0,18-25,6K-10K,10+ years
33,Sales,Male,Single,Travel_Rarely,Life Sciences,10,3,4,2,3,2,No,5811,2,4,10,0,8,2,5,3,13,Sales Representative,No,0,26-35,3K-6K,6-10 years
39,Research & Development,Male,Married,Travel_Rarely,Life Sciences,10,1,4,3,3,3,No,4769,2,0,12,0,6,6,2,3,13,Research Scientist,No,0,36-45,3K-6K,10+ years
42,Research & Development,Male,Single,Travel_Rarely,Medical,5,2,4,4,3,4,No,11786,2,7,6,6,3,0,4,4,13,Laboratory Technician,No,0,36-45,10K+,6-10 years
35,Sales,Male,Married,Travel_Rarely,Life Sciences,18,2,4,2,3,4,No,5605,3,0,6,0,3,0,2,3,21,Sales Executive,No,0,26-35,3K-6K,6-10 years
50,Sales,Female,Married,Non-Travel,Medical,26,1,4,3,1,3,No,4909,3,19,18,9,5,6,2,4,15,Sales Representative,No,0,46-60,3K-6K,10+ years
45,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,14,2,3,4,2,4,No,3390,2,10,16,2,0,1,1,3,24,Manufacturing Director,No,0,36-45,3K-6K,10+ years
34,Research & Development,Female,Divorced,Travel_Rarely,Medical,11,1,4,2,3,1,Yes,1990,2,19,10,0,0,5,1,3,18,Manufacturing Director,No,0,26-35,< 3K,6-10 years
43,Sales,Male,Married,Travel_Rarely,Life Sciences,8,1,1,3,4,3,No,6232,2,23,13,15,5,1,4,3,21,Sales Executive,No,0,36-45,6K-10K,10+ years
53,Sales,Female,Married,Travel_Frequently,Technical Degree,10,3,3,2,1,4,No,5951,1,4,11,4,3,5,3,4,18,Sales Manager,No,0,46-60,3K-6K,10+ years
54,Research & Development,Male,Single,Travel_Frequently,Life Sciences,11,2,3,1,3,3,No,2904,2,8,0,3,0,1,2,3,24,Research Scientist,No,0,46-60,< 3K,0-1 years
25,Sales,Female,Married,Travel_Rarely,Life Sciences,4,3,1,3,2,1,No,5075,5,22,6,7,0,0,2,3,12,Sales Executive,No,0,18-25,3K-6K,6-10 years
28,Research & Development,Female,Single,Travel_Rarely,Medical,17,3,1,3,3,3,No,4804,2,13,15,7,5,8,1,3,21,Laboratory Technician,No,0,26-35,3K-6K,10+ years
49,Research & Development,Female,Married,Travel_Rarely,Medical,6,5,1,4,3,3,Yes,3688,0,15,10,9,1,1,5,3,19,Manufacturing Director,No,0,46-60,3K-6K,6-10 years
26,Research & Development,Female,Single,Travel_Rarely,Medical,23,2,2,1,3,2,No,3361,3,19,6,0,4,3,5,3,17,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
24,Human Resources,Female,Divorced,Travel_Rarely,Medical,10,2,1,4,3,2,No,6498,2,18,15,6,2,1,1,4,21,HR Manager,No,0,18-25,6K-10K,10+ years
32,Research & Development,Male,Married,Travel_Rarely,Life Sciences,18,1,3,4,3,3,No,4593,2,14,8,3,2,6,2,3,19,Research Director,No,0,26-35,3K-6K,6-10 years
40,Research & Development,Female,Married,Non-Travel,Technical Degree,14,2,4,3,1,2,No,3757,3,22,11,0,1,5,1,3,20,Research Scientist,No,0,36-45,3K-6K,10+ years
35,Research & Development,Male,Married,Travel_Frequently,Medical,3,2,3,4,3,3,No,3237,2,10,8,4,2,6,2,3,18,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
30,Sales,Female,Single,Travel_Rarely,Life Sciences,21,3,3,4,2,4,No,4841,5,15,9,0,4,2,6,3,12,Sales Representative,No,0,26-35,3K-6K,6-10 years
30,Research & Development,Female,Single,Non-Travel,Marketing,4,1,1,4,4,3,No,8646,2,10,10,8,2,4,4,3,16,Research Director,No,0,26-35,6K-10K,6-10 years
30,Research & Development,Male,Divorced,Travel_Rarely,Medical,6,1,4,4,3,3,No,5826,1,19,14,3,2,6,2,3,25,Laboratory Technician,No,0,26-35,3K-6K,10+ years
28,Human Resources,Male,Divorced,Travel_Rarely,Medical,6,3,1,3,2,3,No,4564,1,5,15,2,4,10,1,3,12,Human Resources,No,0,26-35,3K-6K,10+ years
57,Research & Development,Male,Single,Travel_Frequently,Medical,2,3,2,3,2,2,Yes,6162,4,0,3,3,5,5,3,4,14,Research Director,No,0,46-60,6K-10K,2-5 years
39,Research & Development,Male,Married,Travel_Rarely,Medical,10,1,3,4,3,3,No,11013,1,16,8,3,0,0,2,3,21,Manufacturing Director,No,0,36-45,10K+,6-10 years
44,Research & Development,Male,Married,Travel_Rarely,Medical,18,3,4,4,4,2,No,6810,2,3,14,9,2,5,5,3,13,Healthcare Representative,No,0,36-45,6K-10K,10+ years
32,Sales,Female,Single,Travel_Rarely,Life Sciences,22,2,4,1,2,2,No,6000,0,2,5,0,1,3,5,3,11,Sales Executive,No,0,26-35,3K-6K,2-5 years
34,Research & Development,Male,Married,Travel_Rarely,Life Sciences,7,3,4,2,3,2,No,7388,1,21,0,2,3,0,5,3,22,Healthcare Representative,No,0,26-35,6K-10K,0-1 years
30,Research & Development,Female,Single,Travel_Rarely,Other,8,2,4,2,2,3,Yes,4767,0,19,1,3,7,0,1,3,14,Research Scientist,No,0,26-35,3K-6K,0-1 years
18,Research & Development,Male,Single,Travel_Rarely,Medical,15,2,3,4,3,2,No,5754,1,8,1,0,4,4,1,3,14,Research Director,No,0,18-25,3K-6K,0-1 years
24,Sales,Male,Married,Travel_Rarely,Medical,8,1,3,2,3,2,Yes,3974,1,0,3,5,9,4,0,3,17,Sales Executive,No,0,18-25,3K-6K,2-5 years
20,Sales,Male,Single,Travel_Rarely,Life Sciences,19,1,1,2,2,4,Yes,2216,2,15,2,1,3,3,4,4,23,Sales Representative,No,0,18-25,< 3K,2-5 years
18,Research & Development,Female,Divorced,Travel_Rarely,Marketing,8,3,2,3,3,2,No,6279,3,16,12,0,2,8,1,3,25,Research Scientist,No,0,18-25,6K-10K,10+ years
25,Research & Development,Male,Married,Travel_Frequently,Life Sciences,4,2,4,1,1,3,No,6292,2,15,4,6,2,0,3,3,14,Research Scientist,No,0,18-25,6K-10K,2-5 years
48,Sales,Male,Divorced,Travel_Rarely,Life Sciences,10,1,4,4,3,3,No,4439,1,15,14,10,3,0,5,3,15,Sales Manager,No,0,46-60,3K-6K,10+ years
36,Research & Development,Male,Married,Travel_Rarely,Life Sciences,2,1,2,3,2,3,No,9192,1,10,0,4,3,1,6,3,18,Healthcare Representative,No,0,36-45,6K-10K,0-1 years
48,Research & Development,Female,Divorced,Travel_Frequently,Marketing,10,2,2,1,3,1,Yes,3497,7,8,4,4,0,2,5,4,22,Laboratory Technician,No,0,46-60,3K-6K,2-5 years
40,Research & Development,Male,Married,Travel_Frequently,Medical,11,3,2,2,2,1,No,1963,4,2,7,4,2,4,2,3,12,Research Scientist,No,0,36-45,< 3K,6-10 years
43,Research & Development,Female,Married,Travel_Rarely,Life Sciences,4,1,3,4,3,4,Yes,3544,4,5,11,2,0,1,1,3,17,Research Scientist,No,0,36-45,3K-6K,10+ years
28,Research & Development,Female,Married,Travel_Frequently,Life Sciences,11,3,2,3,2,3,No,2228,2,14,13,9,6,0,0,4,12,Research Director,No,0,26-35,< 3K,10+ years
41,Research & Development,Female,Divorced,Travel_Frequently,Medical,7,3,3,3,3,1,No,6262,1,14,3,4,0,0,4,3,14,Healthcare Representative,No,0,36-45,6K-10K,2-5 years
43,Research & Development,Male,Single,Travel_Rarely,Medical,4,1,1,2,1,3,No,3438,1,17,12,0,3,4,3,3,20,Laboratory Technician,No,0,36-45,3K-6K,10+ years
31,Research & Development,Male,Married,Travel_Frequently,Medical,2,3,1,4,3,3,No,8937,4,0,0,9,0,0,6,3,11,Laboratory Technician,No,0,26-35,6K-10K,0-1 years
41,Sales,Male,Married,Travel_Frequently,Life Sciences,2,1,2,4,3,2,No,8835,2,0,11,8,4,0,3,3,23,Sales Manager,No,0,36-45,6K-10K,10+ years
41,Research & Development,Male,Married,Travel_Rarely,Marketing,24,2,4,4,3,3,No,3127,4,8,0,6,1,6,6,4,12,Research Director,No,0,36-45,3K-6K,0-1 years
31,Research & Development,Female,Divorced,Travel_Rarely,Other,7,1,2,3,3,3,No,3334,2,3,9,0,0,10,3,4,23,Healthcare Representative,No,0,26-35,3K-6K,6-10 years
26,Sales,Male,Married,Travel_Frequently,Medical,11,1,3,4,3,3,No,6977,2,12,13,4,5,4,7,4,17,Sales Manager,No,0,26-35,6K-10K,10+ years
25,Research & Development,Male,Single,Non-Travel,Life Sciences,7,1,3,4,3,4,No,8914,4,1,11,8,0,5,0,3,19,Research Director,No,0,18-25,6K-10K,10+ years
37,Sales,Male,Married,Travel_Rarely,Medical,25,1,4,3,4,3,Yes,1719,3,20,0,6,2,5,2,3,17,Sales Executive,No,0,36-45,< 3K,0-1 years
39,Research & Development,Male,Married,Travel_Frequently,Life Sciences,4,3,2,4,3,4,No,6071,5,4,3,5,5,0,3,3,16,Healthcare Representative,No,0,36-45,6K-10K,2-5 years
29,Sales,Male,Single,Travel_Frequently,Life Sciences,9,2,4,4,4,3,No,1553,1,24,10,8,7,8,2,3,20,Sales Executive,No,0,26-35,< 3K,6-10 years
36,Research & Development,Female,Single,Travel_Frequently,Life Sciences,6,4,2,4,4,3,Yes,3846,3,15,10,5,0,9,7,3,15,Laboratory Technician,No,0,36-45,3K-6K,6-10 years
41,Research & Development,Male,Single,Non-Travel,Human Resources,17,2,3,4,3,3,No,9489,0,3,8,9,1,11,2,3,11,Research Director,No,0,36-45,6K-10K,6-10 years
42,Research & Development,Female,Married,Travel_Rarely,Medical,11,2,3,3,3,3,Yes,20000,2,28,0,5,6,2,2,3,11,Laboratory Technician,No,0,36-45,10K+,0-1 years
50,Research & Development,Female,Divorced,Travel_Rarely,Technical Degree,9,1,4,3,3,1,No,4560,3,13,13,4,6,0,2,3,15,Research Director,No,0,46-60,3K-6K,10+ years
47,Research & Development,Male,Married,Travel_Rarely,Medical,3,2,4,1,3,4,No,2619,2,12,14,8,6,9,5,3,14,Laboratory Technician,No,0,46-60,< 3K,10+ years
27,Sales,Male,Single,Travel_Rarely,Medical,29,2,4,3,2,4,No,3921,5,10,7,2,10,6,1,3,11,Sales Manager,No,0,26-35,3K-6K,6-10 years
51,Sales,Male,Married,Travel_Rarely,Life Sciences,8,4,4,2,2,2,No,5392,1,15,7,0,1,7,2,4,12,Sales Executive,No,0,46-60,3K-6K,6-10 years
31,Research & Development,Male,Divorced,Travel_Frequently,Medical,4,4,1,2,2,3,No,3597,1,15,9,4,4,1,3,3,24,Research Scientist,No,0,26-35,3K-6K,6-10 years
45,Sales,Male,Married,Non-Travel,Life Sciences,2,1,3,4,3,3,No,3127,1,4,15,6,1,5,1,3,18,Sales Representative,No,0,36-45,3K-6K,10+ years
37,Sales,Female,Single,Travel_Rarely,Medical,2,2,2,1,3,4,No,4112,1,9,8,8,0,0,6,4,16,Sales Representative,No,0,36-45,3K-6K,6-10 years
32,Sales,Female,Single,Travel_Frequently,Life Sciences,9,2,2,4,2,3,No,6464,2,12,5,8,2,4,2,3,24,Sales Representative,No,0,26-35,6K-10K,2-5 years
20,Sales,Male,Divorced,Travel_Rarely,Life Sciences,18,2,3,2,3,1,No,4737,1,16,8,4,0,3,5,3,19,Sales Executive,No,0,18-25,3K-6K,6-10 years
